protein_id	has_mip	num_tm	seq_length	reason
ref|XP_022016304.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022016348.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022016546.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022016725.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022016854.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022017004.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022017047.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022017048.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022017049.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022017050.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022017051.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022017194.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022017440.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022017479.2|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022017737.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022017761.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022017763.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022018133.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022018249.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022018933.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022020358.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022020359.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022020362.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022020365.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022020367.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022020369.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022020370.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022020676.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022021115.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022021180.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022021210.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022021255.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022021453.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022021536.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022021560.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022021822.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022021857.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022022032.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022022277.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022022322.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022022395.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022022767.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022022794.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022022901.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022022996.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022023346.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022023717.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022024084.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022024452.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022025184.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022025185.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022025186.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022025446.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022025515.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022025531.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022025532.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022025535.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022025537.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022025542.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022025807.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022026006.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022026321.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022026331.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022026591.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022026593.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022026729.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022027148.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022027149.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022027345.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022027405.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022027547.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022027790.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022027900.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022027901.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022027902.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022027904.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022027963.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022029290.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022029297.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022029299.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022029508.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022029524.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022029612.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022029689.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022030073.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022031599.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022032747.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022033174.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022033419.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022033695.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022033733.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022033924.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022034038.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022034138.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022034139.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022034305.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022034574.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022035166.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022035254.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022035297.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022035368.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022035417.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022035419.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022035749.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022035921.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022035962.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022036191.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022036192.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022036193.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022036256.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022036369.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022036370.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022036512.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022036709.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022036830.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022037025.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022037174.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022037176.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022037177.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022037178.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022037184.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022037229.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022037468.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022037469.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022037470.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022037476.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022038300.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022038408.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022038519.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022038520.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022038522.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022038866.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022038870.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022038940.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022039414.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022039618.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022039647.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022039648.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022039650.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022039651.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022039652.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022039653.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022039654.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022039657.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022039660.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022039661.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022039966.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022041299.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022041593.2|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022041890.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022042011.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022042017.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022042019.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022042024.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022042381.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_035829901.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_035830841.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_035831036.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_035831155.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_035831160.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_035832382.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_035832383.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_035832507.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_035832611.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_035832764.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_035833122.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_035833123.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_035833360.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_035833361.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_035833362.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_035833720.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_035833912.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_035834087.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_035834678.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_035834751.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_035835143.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_035835256.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_035835290.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_035835469.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_035835537.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_035835598.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_035835771.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_035835790.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_035835916.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_035835917.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_035835918.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_035835920.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_035835921.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_035835922.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_035835923.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_035835924.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_035835925.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_035836956.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_035836957.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_035836958.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_035837035.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_035837847.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_035837926.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_035839076.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_035839260.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_035839448.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_035839508.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_035839852.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_035840105.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_035840698.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_035841009.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_035841129.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_035841169.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_035841460.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_035841461.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_035841614.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_035841616.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_035841827.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_035841897.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_035842378.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_035842379.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_035842380.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_035842381.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_035842629.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_035842791.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_035843083.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_035843518.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_035844691.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_035845338.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_035845556.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_035845803.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_035845804.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_035846197.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_035846304.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
XP_021975607.1	yes	2	148	insufficient_TM_helices(2)
XP_021985922.2	yes	1	676	insufficient_TM_helices(1)
XP_021990674.1	yes	1	182	insufficient_TM_helices(1)
XP_022009418.1	yes	2	109	insufficient_TM_helices(2)
XP_022031599.1	yes	2	155	insufficient_TM_helices(2)
XP_035835143.1	yes	2	109	insufficient_TM_helices(2)
