loc_id	TAIR	ENTREZID
LOC110867058	AT2G37900	818366
LOC110867059	AT5G07010	830592
LOC110867062	AT2G13770	815861
LOC110867074	AT2G34930	818058
LOC110867076	AT2G34930	818058
LOC110867077	AT1G71390	843480
LOC110867080	AT1G07390	837251
LOC110867086	AT5G27600	832820
LOC110867088	AT1G45616	841101
LOC110867089	AT4G23160	828415
LOC110867090	AT5G20480	832170
LOC110867091	AT1G19260	838509
LOC110867095	AT2G40220	818614
LOC110867096	AT3G10300	820192
LOC110867097	AT3G11110	820282
LOC110867098	AT4G18650	827599
LOC110867103	AT3G57300	824897
LOC110867109	AT2G40410	818634
LOC110867112	AT4G00980	827935
LOC110867120	AT4G38180	829974
LOC110867123	AT3G09440	820102
LOC110867126	AT4G23160	828415
LOC110867127	AT5G60900	836211
LOC110867131	AT5G60900	836211
LOC110867135	AT3G63440	825519
LOC110867138	AT3G14690	820697
LOC110867141	AT4G23160	828415
LOC110867142	AT2G41835	818783
LOC110867145	AT3G13340	820534
LOC110867147	AT3G13340	820534
LOC110867151	AT1G28710	839771
LOC110867152	AT2G34930	818058
LOC110867154	AT1G28710	839771
LOC110867159	AT3G22470	821818
LOC110867161	AT2G41830	818782
LOC110867163	AT1G12700	837825
LOC110867165	AT1G62930	842594
LOC110867166	AT1G62930	842594
LOC110867167	AT3G22470	821818
LOC110867168	AT3G22470	821818
LOC110867171	AT1G28710	839771
LOC110867172	AT4G38180	829974
LOC110867173	AT1G28710	839771
LOC110867174	AT2G34930	818058
LOC110867176	AT2G34930	818058
LOC110867177	AT3G53240	824491
LOC110867178	AT2G34930	818058
LOC110867179	AT2G41820	818781
LOC110867180	AT5G20480	832170
LOC110867181	AT3G24240	822011
LOC110867182	AT5G44700	834499
LOC110867183	AT2G28260	817372
LOC110867185	AT1G17880	838367
LOC110867186	AT4G20140	827760
LOC110867187	AT5G46330	834676
LOC110867188	AT3G47570	823911
LOC110867189	AT5G20480	832170
LOC110867190	AT4G20140	827760
LOC110867191	AT2G34930	818058
LOC110867194	AT5G46330	834676
LOC110867195	AT1G60620	842356
LOC110867196	AT2G34930	818058
LOC110867197	AT2G34930	818058
LOC110867198	AT2G34930	818058
LOC110867199	AT4G38180	829974
LOC110867203	AT3G51690	824332
LOC110867206	AT5G12480	831123
LOC110867207	AT4G37770	829933
LOC110867209	AT2G34930	818058
LOC110867212	AT2G34930	818058
LOC110867217	AT5G46330	834676
LOC110867218	AT3G28890	822523
LOC110867219	AT1G73066	6240885
LOC110867220	AT4G25160	828619
LOC110867221	AT1G71400	843481
LOC110867228	AT4G18450	827576
LOC110867230	AT4G27950	828908
LOC110867231	AT3G47400	823894
LOC110867233	AT5G51490	835223
LOC110867236	AT3G47400	823894
LOC110867237	AT5G51490	835223
LOC110867238	AT5G51490	835223
LOC110867240	AT4G23160	828415
LOC110867244	AT3G50360	824198
LOC110867246	AT4G09660	826552
LOC110867249	AT3G50360	824198
LOC110867250	AT4G25433	828647
LOC110867251	AT4G25433	828647
LOC110867254	AT5G62040	836324
LOC110867256	AT4G23160	828415
LOC110867261	AT3G57050	824872
LOC110867262	AT4G23160	828415
LOC110867263	AT4G27940	828907
LOC110867264	AT4G23160	828415
LOC110867272	AT1G28710	839771
LOC110867273	AT3G57040	824871
LOC110867274	AT2G34930	818058
LOC110867281	AT4G25950	828701
LOC110867292	AT2G37540	818330
LOC110867301	AT2G35910	818164
LOC110867310	AT3G04240	819579
LOC110867315	AT2G28140	817360
LOC110867328	AT3G57880	824957
LOC110867338	AT3G01516	28718492
LOC110867339	AT4G38180	829974
LOC110867343	AT5G14480	831299
LOC110867344	AT5G14360	831287
LOC110867353	AT1G26870	837796
LOC110867355	AT3G57830	824952
LOC110867363	AT1G14010	837961
LOC110867368	AT3G57810	824950
LOC110867378	AT5G38880	833879
LOC110867382	AT2G13770	815861
LOC110867383	AT2G38905	818475
LOC110867384	AT1G19910	838579
LOC110867385	AT1G19910	838579
LOC110867392	AT3G55240	824690
LOC110867397	AT3G55470	824713
LOC110867404	AT3G53960	824563
LOC110867408	AT3G58040	824973
LOC110867410	AT5G02020	831782
LOC110867411	AT5G59080	836025
LOC110867412	AT5G59080	836025
LOC110867425	AT2G02850	814816
LOC110867435	AT4G37260	829880
LOC110867436	AT2G30020	817553
LOC110867441	AT2G41970	818797
LOC110867453	AT3G58560	825025
LOC110867467	AT1G05840	837094
LOC110867469	AT1G28710	839771
LOC110867491	AT5G62350	836356
LOC110867496	AT5G20990	832224
LOC110867499	AT4G27950	828908
LOC110867504	AT5G26820	832740
LOC110867505	AT5G62190	836340
LOC110867506	AT2G22900	816821
LOC110867507	AT1G25450	839131
LOC110867512	AT3G48880	824049
LOC110867513	AT3G09390	820098
LOC110867542	AT2G28940	817443
LOC110867548	AT2G28930	817442
LOC110867557	AT2G39700	818553
LOC110867566	AT2G27020	817244
LOC110867571	AT3G23670	821947
LOC110867574	AT1G05840	837094
LOC110867575	AT3G13340	820534
LOC110867576	AT5G45790	834619
LOC110867579	AT2G31560	817714
LOC110867580	AT3G59380	825107
LOC110867581	AT2G31570	817715
LOC110867583	AT2G31600	817718
LOC110867584	AT2G43250	818926
LOC110867585	AT3G57980	824967
LOC110867589	AT5G03530	831810
LOC110867590	AT3G09920	820151
LOC110867592	AT2G36780	818250
LOC110867593	AT2G36780	818250
LOC110867596	AT4G38150	829971
LOC110867598	AT3G59360	825105
LOC110867599	AT1G05850	837095
LOC110867601	AT1G13570	837918
LOC110867614	AT2G14710	815959
LOC110867615	AT1G13570	837918
LOC110867616	AT3G15010	820730
LOC110867619	AT5G08790	830779
LOC110867621	AT5G08790	830779
LOC110867622	AT1G55550	842004
LOC110867623	AT3G49710	824133
LOC110867624	AT5G06810	830572
LOC110867626	AT5G56350	835735
LOC110867628	AT2G40430	818636
LOC110867630	AT3G13460	820548
LOC110867631	AT3G13460	820548
LOC110867633	AT3G13460	820548
LOC110867634	AT3G13460	820548
LOC110867635	AT3G13460	820548
LOC110867636	AT5G36110	833607
LOC110867637	AT1G55480	841995
LOC110867638	AT5G36110	833607
LOC110867639	AT5G06830	830574
LOC110867640	AT5G36110	833607
LOC110867641	AT5G36110	833607
LOC110867643	AT1G13570	837918
LOC110867644	AT1G54380	841879
LOC110867647	AT3G59350	825104
LOC110867648	AT2G43200	818921
LOC110867649	AT2G43180	818919
LOC110867650	AT3G59280	825097
LOC110867651	AT5G24740	832543
LOC110867653	AT4G27410	828849
LOC110867655	AT5G59910	836113
LOC110867659	AT1G59760	842269
LOC110867660	AT2G47240	819337
LOC110867662	AT3G51140	824278
LOC110867663	AT2G16640	816165
LOC110867664	AT2G21140	816649
LOC110867666	AT2G21160	816651
LOC110867667	AT1G28600	839760
LOC110867669	AT4G18570	827588
LOC110867670	AT1G29040	839778
LOC110867672	AT4G11980	826805
LOC110867674	AT3G57890	824958
LOC110867677	AT5G23860	832451
LOC110867678	AT5G42220	834227
LOC110867681	AT3G12120	820387
LOC110867682	AT5G23750	832440
LOC110867687	AT5G41210	834123
LOC110867690	AT5G06750	830564
LOC110867693	AT5G12250	831100
LOC110867695	AT4G38180	829974
LOC110867696	AT4G11570	826761
LOC110867699	AT4G11560	826760
LOC110867700	AT4G11610	826766
LOC110867701	AT1G63450	842651
LOC110867702	AT1G63470	842653
LOC110867703	AT5G58300	835942
LOC110867704	AT2G40140	818605
LOC110867705	AT2G42080	818808
LOC110867706	AT4G24320	828535
LOC110867707	AT1G34340	840335
LOC110867708	AT4G01560	828136
LOC110867709	AT4G24330	828536
LOC110867716	AT2G37990	818377
LOC110867717	AT1G58070	842174
LOC110867718	AT3G58030	824972
LOC110867719	AT2G40360	818629
LOC110867724	AT1G09795	837509
LOC110867727	AT1G71900	843521
LOC110867728	AT1G09794	10723123
LOC110867730	AT5G59910	836113
LOC110867732	AT4G27870	828900
LOC110867737	AT1G13570	837918
LOC110867742	AT4G37400	829894
LOC110867743	AT5G44635	834492
LOC110867745	AT1G09890	837521
LOC110867746	AT3G53610	824529
LOC110867747	AT2G30490	817599
LOC110867751	AT4G23060	828405
LOC110867753	AT2G23420	816874
LOC110867754	AT1G55120	841955
LOC110867756	AT4G36945	5008186
LOC110867758	AT5G42860	834297
LOC110867760	AT4G36950	3770588
LOC110867762	AT4G32440	829379
LOC110867763	AT5G25430	832617
LOC110867764	AT2G25600	817099
LOC110867766	AT5G11500	831022
LOC110867769	AT2G36790	818251
LOC110867770	AT2G28710	817420
LOC110867773	AT2G36800	818252
LOC110867774	AT2G32150	817774
LOC110867775	AT1G05470	837048
LOC110867777	AT3G25400	822124
LOC110867779	AT1G12380	837793
LOC110867780	AT4G12110	826819
LOC110867783	AT5G59820	836103
LOC110867786	AT4G25470	828651
LOC110867788	AT5G58003	5008312
LOC110867789	AT3G25800	822171
LOC110867790	AT5G07220	830613
LOC110867791	AT5G59800	836101
LOC110867792	AT3G61060	825278
LOC110867793	AT5G46920	834738
LOC110867794	AT4G11790	826785
LOC110867795	AT1G63100	842613
LOC110867797	AT4G12080	826816
LOC110867798	AT1G12390	837794
LOC110867800	AT4G22758	10723027
LOC110867801	AT1G12360	837791
LOC110867802	AT1G12370	837792
LOC110867803	AT1G12370	837792
LOC110867804	AT4G12230	826831
LOC110867805	AT4G22740	828370
LOC110867808	AT5G59790	836100
LOC110867809	AT1G64080	842712
LOC110867810	AT4G23650	828465
LOC110867811	AT1G58520	842218
LOC110867812	AT2G14520	815939
LOC110867814	AT4G11160	826717
LOC110867815	AT4G38050	829961
LOC110867816	AT5G65530	836679
LOC110867818	AT4G33650	829506
LOC110867819	AT2G22610	816792
LOC110867820	AT2G04305	814969
LOC110867821	AT4G37990	829955
LOC110867822	AT4G37990	829955
LOC110867824	AT4G37990	829955
LOC110867825	AT1G74670	843806
LOC110867827	AT4G37850	829941
LOC110867829	AT5G59750	836096
LOC110867830	AT2G28690	817418
LOC110867831	AT1G74670	843806
LOC110867832	AT5G37690	833748
LOC110867834	AT5G17190	831583
LOC110867835	AT4G37170	829871
LOC110867836	AT1G73540	843688
LOC110867837	AT5G23535	832419
LOC110867838	AT4G38180	829974
LOC110867839	AT5G62230	836344
LOC110867841	AT4G37730	829929
LOC110867842	AT4G10790	826675
LOC110867843	AT5G59740	836095
LOC110867844	AT1G64625	844441
LOC110867845	AT5G42000	834205
LOC110867846	AT1G53190	841753
LOC110867847	AT4G24050	828505
LOC110867848	AT1G64550	842763
LOC110867850	AT5G59730	836094
LOC110867856	AT4G24020	828502
LOC110867857	AT4G13780	827012
LOC110867859	AT3G48110	823966
LOC110867861	AT2G22570	816789
LOC110867862	AT5G48655	834923
LOC110867863	AT3G25070	822098
LOC110867865	AT5G48660	834924
LOC110867866	AT3G07180	819905
LOC110867868	AT2G47820	819394
LOC110867869	AT3G10710	820240
LOC110867872	AT1G17020	838272
LOC110867873	AT1G17020	838272
LOC110867875	AT5G22480	832309
LOC110867876	AT2G39440	818529
LOC110867878	AT3G04620	819620
LOC110867879	AT1G54490	841891
LOC110867880	AT1G08820	837404
LOC110867881	AT2G28630	817412
LOC110867882	AT2G26040	817145
LOC110867883	AT2G25970	817137
LOC110867884	AT4G26210	828727
LOC110867885	AT5G16080	831465
LOC110867887	AT4G27290	828837
LOC110867888	AT5G62700	836391
LOC110867889	AT1G63460	842652
LOC110867890	AT5G59730	836094
LOC110867891	AT4G11570	826761
LOC110867892	AT4G11560	826760
LOC110867893	AT4G11440	826748
LOC110867894	AT1G11770	837722
LOC110867895	AT5G13240	831164
LOC110867901	AT1G21880	838790
LOC110867902	AT2G21940	816730
LOC110867904	AT2G28680	817417
LOC110867905	AT2G14850	815974
LOC110867906	AT5G67400	836876
LOC110867907	AT4G26270	828733
LOC110867908	AT5G11700	831042
LOC110867909	AT4G32720	829408
LOC110867912	AT5G48740	834932
LOC110867914	AT3G12040	820378
LOC110867915	AT1G08830	837405
LOC110867916	AT1G65930	842905
LOC110867917	AT5G17330	831599
LOC110867918	AT2G01970	814728
LOC110867919	AT2G01970	814728
LOC110867920	AT5G37478	2746163
LOC110867921	AT5G06680	830557
LOC110867922	AT3G14690	820697
LOC110867923	AT1G70530	843390
LOC110867924	AT1G56120	842064
LOC110867927	AT3G14690	820697
LOC110867929	AT1G70530	843390
LOC110867930	AT3G50980	824262
LOC110867932	AT4G36420	829794
LOC110867933	AT4G36400	829792
LOC110867936	AT3G51040	824268
LOC110867937	AT2G26140	817154
LOC110867938	AT1G57790	842154
LOC110867939	AT5G66730	836806
LOC110867940	AT2G18540	816369
LOC110867944	AT3G61220	825294
LOC110867945	AT1G05990	837108
LOC110867946	AT2G19270	816444
LOC110867947	AT3G25480	822132
LOC110867948	AT3G25470	822131
LOC110867949	AT3G28450	822474
LOC110867950	AT3G02600	821299
LOC110867951	AT1G66840	843002
LOC110867953	AT2G13810	815864
LOC110867955	AT3G52610	824427
LOC110867956	AT1G54350	841876
LOC110867957	AT1G79440	844282
LOC110867959	AT3G12680	820448
LOC110867961	AT5G20165	832139
LOC110867962	AT1G64510	842759
LOC110867963	AT4G24015	2745724
LOC110867964	AT2G46530	819264
LOC110867965	AT3G52610	824427
LOC110867966	AT5G35560	833521
LOC110867968	AT1G60590	842353
LOC110867969	AT5G24240	832491
LOC110867970	AT1G64440	842752
LOC110867971	AT3G11500	820323
LOC110867976	AT5G53110	835391
LOC110867977	AT4G23850	828484
LOC110867978	AT1G64390	842747
LOC110867982	AT5G65780	836707
LOC110867984	AT3G11500	820323
LOC110867985	AT1G01420	837503
LOC110867986	AT1G01420	837503
LOC110867987	AT1G21270	838723
LOC110867988	AT1G64340	842740
LOC110867991	AT1G21230	838718
LOC110867992	AT5G41800	834185
LOC110867993	AT5G41770	834182
LOC110867995	AT4G23750	828475
LOC110868000	AT4G11070	826708
LOC110868001	AT4G11070	826708
LOC110868002	AT4G11070	826708
LOC110868007	AT4G23820	828482
LOC110868009	AT3G51050	824269
LOC110868010	AT1G77370	844073
LOC110868012	AT1G30910	839975
LOC110868013	AT3G16500	820898
LOC110868014	AT3G16360	820883
LOC110868016	AT3G16090	820854
LOC110868018	AT5G17010	831564
LOC110868019	AT2G34790	818044
LOC110868020	AT4G32590	829394
LOC110868021	AT3G52600	824426
LOC110868022	AT5G25380	832610
LOC110868024	AT5G04885	830368
LOC110868027	AT5G66800	836813
LOC110868028	AT4G37020	829856
LOC110868029	AT3G52600	824426
LOC110868030	AT3G21810	821735
LOC110868031	AT1G70520	843389
LOC110868032	AT3G50930	824257
LOC110868033	AT3G47840	823940
LOC110868035	AT2G38540	818436
LOC110868037	AT1G01050	839579
LOC110868038	AT4G31480	829275
LOC110868040	AT4G31490	829276
LOC110868041	AT4G31490	829276
LOC110868042	AT5G37490	833727
LOC110868043	AT5G13560	831200
LOC110868044	AT5G39840	833980
LOC110868045	AT4G01897	828216
LOC110868046	AT5G37510	833729
LOC110868047	AT5G66900	836824
LOC110868049	AT4G38180	829974
LOC110868051	AT5G37600	833738
LOC110868057	AT3G01280	820914
LOC110868058	AT5G15080	831360
LOC110868059	AT5G06140	830501
LOC110868060	AT1G69850	843321
LOC110868061	AT2G17670	816274
LOC110868062	AT3G51440	824307
LOC110868063	AT4G35650	829717
LOC110868064	AT3G18750	821406
LOC110868066	AT3G18750	821406
LOC110868067	AT4G27745	3770406
LOC110868068	AT1G64650	842773
LOC110868069	AT5G53550	835437
LOC110868071	AT4G24090	828509
LOC110868073	AT4G24140	828514
LOC110868074	AT1G29150	839789
LOC110868075	AT2G05830	815134
LOC110868076	AT4G32690	829404
LOC110868077	AT4G32660	829401
LOC110868078	AT1G01050	839579
LOC110868079	AT5G42110	834216
LOC110868080	AT1G32860	840180
LOC110868084	AT2G46770	819290
LOC110868090	AT4G10630	826655
LOC110868091	AT4G24150	828515
LOC110868093	AT1G64690	842777
LOC110868094	AT5G03880	831679
LOC110868095	AT5G53650	835446
LOC110868099	AT5G40380	834036
LOC110868100	AT4G35790	829733
LOC110868101	AT1G07480	837262
LOC110868102	AT3G11460	820319
LOC110868103	AT1G61350	842429
LOC110868104	AT4G35760	829729
LOC110868105	AT2G17695	816277
LOC110868106	AT4G35750	829728
LOC110868107	AT1G16380	838208
LOC110868108	AT4G35730	829726
LOC110868110	AT2G26110	817151
LOC110868111	AT1G17620	838339
LOC110868114	AT5G18930	832011
LOC110868115	AT2G20790	816608
LOC110868116	AT3G06270	819801
LOC110868117	AT3G01590	821108
LOC110868118	AT2G13770	815861
LOC110868120	AT5G64600	836581
LOC110868121	AT5G10170	830881
LOC110868122	AT4G37850	829941
LOC110868123	AT4G37850	829941
LOC110868124	AT5G59250	836043
LOC110868125	AT3G49640	824126
LOC110868127	AT5G65660	836692
LOC110868128	AT4G34440	829595
LOC110868129	AT3G50670	824230
LOC110868130	AT5G66750	836808
LOC110868131	AT5G66550	836787
LOC110868132	AT3G46740	823827
LOC110868133	AT3G50870	824251
LOC110868134	AT3G46220	823767
LOC110868139	AT5G40380	834036
LOC110868140	AT2G22560	816788
LOC110868143	AT2G29200	817469
LOC110868144	AT3G07230	819912
LOC110868145	AT3G25140	822105
LOC110868146	AT3G25160	822107
LOC110868147	AT4G13030	826917
LOC110868150	AT3G07360	819924
LOC110868151	AT1G53540	841789
LOC110868152	AT3G07370	819925
LOC110868153	AT2G18280	816344
LOC110868154	AT4G36550	829807
LOC110868155	AT5G25940	832663
LOC110868156	AT3G27325	822352
LOC110868157	AT3G58520	825021
LOC110868158	AT5G18230	831941
LOC110868159	AT2G46560	819268
LOC110868160	AT4G32890	829425
LOC110868161	AT1G67430	843063
LOC110868163	AT5G63450	836464
LOC110868164	AT5G63460	836465
LOC110868169	AT2G26900	817231
LOC110868171	AT1G70520	843389
LOC110868172	AT1G61350	842429
LOC110868174	AT1G70530	843390
LOC110868176	AT4G37340	829889
LOC110868178	AT5G24840	832553
LOC110868181	AT3G09770	820135
LOC110868182	AT4G25420	828645
LOC110868183	AT5G44680	834497
LOC110868184	AT4G20170	827763
LOC110868185	AT2G01390	814667
LOC110868188	AT3G10520	820216
LOC110868191	AT2G40930	818691
LOC110868194	AT5G37820	833760
LOC110868195	AT5G37820	833760
LOC110868196	AT3G03380	821268
LOC110868199	AT3G14470	820670
LOC110868200	AT3G05940	819764
LOC110868202	AT5G03560	831789
LOC110868203	AT1G73177	843651
LOC110868204	AT3G50910	824255
LOC110868205	AT2G13770	815861
LOC110868206	AT5G17380	831604
LOC110868207	AT3G25520	822138
LOC110868208	AT3G49910	824153
LOC110868209	AT3G18280	821356
LOC110868211	AT1G73370	843672
LOC110868213	AT5G18830	832001
LOC110868214	AT5G18910	832009
LOC110868215	AT5G12230	831097
LOC110868216	AT4G15545	827228
LOC110868218	AT5G18600	831978
LOC110868219	AT4G15680	827245
LOC110868223	AT5G22450	832306
LOC110868224	AT2G38710	818453
LOC110868225	AT4G13440	826976
LOC110868228	AT4G30220	829145
LOC110868232	AT5G04670	830344
LOC110868233	AT3G44610	823587
LOC110868234	AT5G48385	834893
LOC110868235	AT3G56240	824790
LOC110868236	AT3G20970	821647
LOC110868237	AT2G36320	818205
LOC110868238	AT3G10770	820246
LOC110868239	AT3G54300	824597
LOC110868241	AT3G54290	824596
LOC110868243	AT4G39200	830075
LOC110868244	AT3G18670	821398
LOC110868245	AT1G32050	840097
LOC110868246	AT1G32090	840101
LOC110868247	AT1G48130	841231
LOC110868248	AT3G12050	820379
LOC110868249	AT3G06483	819826
LOC110868250	AT1G62260	842523
LOC110868252	AT5G18480	831966
LOC110868253	AT5G04870	830366
LOC110868254	AT3G10650	820234
LOC110868255	AT4G32605	5008179
LOC110868256	AT3G11760	820349
LOC110868257	AT5G06690	830558
LOC110868258	AT5G01420	831671
LOC110868259	AT5G06600	830548
LOC110868260	AT5G16010	831458
LOC110868261	AT5G33370	833315
LOC110868262	AT5G06390	830527
LOC110868264	AT5G16150	831472
LOC110868265	AT5G06710	830560
LOC110868266	AT3G02580	820679
LOC110868269	AT5G38220	833804
LOC110868272	AT1G07480	837262
LOC110868274	AT3G62000	825373
LOC110868275	AT5G03050	831689
LOC110868276	AT5G36950	833665
LOC110868278	AT3G46780	823831
LOC110868280	AT1G78190	844155
LOC110868281	AT1G65540	842865
LOC110868282	AT3G54880	824653
LOC110868283	AT3G22470	821818
LOC110868285	AT2G36880	818260
LOC110868287	AT2G29390	817488
LOC110868290	AT5G36230	833620
LOC110868292	AT5G16270	831487
LOC110868293	AT5G28850	833004
LOC110868294	AT3G04470	819603
LOC110868296	AT1G08620	837384
LOC110868297	AT3G46790	823832
LOC110868298	AT3G02760	820930
LOC110868299	AT1G08630	837385
LOC110868301	AT5G59210	836039
LOC110868304	AT2G38970	818482
LOC110868305	AT5G03300	831882
LOC110868307	AT5G04240	830303
LOC110868308	AT1G53390	841775
LOC110868309	AT5G59160	836034
LOC110868310	AT3G50930	824257
LOC110868311	AT3G50930	824257
LOC110868313	AT3G50930	824257
LOC110868314	AT2G39130	818499
LOC110868315	AT3G50930	824257
LOC110868317	AT3G54820	824647
LOC110868318	AT5G60660	836187
LOC110868319	AT1G07410	837253
LOC110868322	AT3G45210	823657
LOC110868323	AT5G60660	836187
LOC110868327	AT3G45210	823657
LOC110868329	AT3G10650	820234
LOC110868330	AT3G10650	820234
LOC110868333	AT5G59080	836025
LOC110868334	AT5G60660	836187
LOC110868335	AT3G54820	824647
LOC110868336	AT3G45210	823657
LOC110868337	AT2G37195	818296
LOC110868338	AT2G43190	818920
LOC110868339	AT2G37210	818298
LOC110868340	AT2G37220	818299
LOC110868342	AT2G29990	817549
LOC110868343	AT5G03280	831889
LOC110868345	AT2G37040	818280
LOC110868346	AT4G30110	829134
LOC110868347	AT1G16670	838236
LOC110868349	AT1G78580	844194
LOC110868350	AT1G78580	844194
LOC110868351	AT5G58600	835974
LOC110868352	AT5G13490	831193
LOC110868355	AT3G57650	824934
LOC110868356	AT4G36250	829782
LOC110868358	AT5G60660	836187
LOC110868359	AT1G53540	841789
LOC110868360	AT5G44200	834443
LOC110868361	AT3G09770	820135
LOC110868362	AT3G09760	820134
LOC110868363	AT5G03160	831917
LOC110868364	AT5G03150	831919
LOC110868365	AT2G28550	817403
LOC110868367	AT2G37060	818282
LOC110868369	AT5G02960	831724
LOC110868370	AT2G37080	818284
LOC110868371	AT5G03040	831696
LOC110868374	AT3G09600	820117
LOC110868375	AT3G53470	824515
LOC110868376	AT2G37260	818303
LOC110868377	AT5G55600	835654
LOC110868378	AT1G53540	841789
LOC110868379	AT5G55610	835655
LOC110868380	AT5G27470	832806
LOC110868381	AT3G26300	822234
LOC110868382	AT2G28320	817379
LOC110868383	AT1G08030	837318
LOC110868384	AT1G08010	837316
LOC110868385	AT5G60680	836189
LOC110868386	AT2G37190	818295
LOC110868387	AT3G26300	822234
LOC110868388	AT3G18770	821408
LOC110868389	AT3G58090	3769734
LOC110868391	AT3G26300	822234
LOC110868393	AT3G25830	822177
LOC110868394	AT3G26300	822234
LOC110868395	AT4G31720	829300
LOC110868397	AT5G63220	836442
LOC110868402	AT5G02800	831285
LOC110868403	AT1G53540	841789
LOC110868404	AT5G02560	831891
LOC110868405	AT5G02560	831891
LOC110868406	AT5G02560	831891
LOC110868407	AT2G37510	818327
LOC110868408	AT5G20950	832220
LOC110868409	AT3G09520	820109
LOC110868410	AT5G13560	831200
LOC110868411	AT2G39370	818522
LOC110868412	AT2G37390	818315
LOC110868413	AT1G53540	841789
LOC110868415	AT5G44120	834435
LOC110868416	AT1G22750	838881
LOC110868419	AT5G20950	832220
LOC110868420	AT5G12190	831092
LOC110868421	AT1G53540	841789
LOC110868422	AT2G37520	818328
LOC110868423	AT3G09470	820104
LOC110868424	AT2G37540	818330
LOC110868425	AT3G53720	824539
LOC110868426	AT2G37550	818331
LOC110868428	AT3G03710	821181
LOC110868429	AT1G53540	841789
LOC110868430	AT5G27740	832836
LOC110868434	AT2G22400	816771
LOC110868435	AT1G78290	844164
LOC110868438	AT4G31940	829324
LOC110868440	AT1G53540	841789
LOC110868443	AT5G28010	832871
LOC110868444	AT1G70830	843420
LOC110868445	AT3G06040	819777
LOC110868448	AT5G48760	834934
LOC110868449	AT2G29510	817500
LOC110868451	AT3G47570	823911
LOC110868452	AT2G38910	818476
LOC110868454	AT3G17000	820956
LOC110868456	AT3G11690	820341
LOC110868458	AT5G06390	830527
LOC110868460	AT5G05830	830468
LOC110868461	AT3G10660	820235
LOC110868462	AT3G11760	820349
LOC110868466	AT2G44300	819038
LOC110868467	AT1G11880	837736
LOC110868468	AT3G32930	823057
LOC110868469	AT3G13670	820572
LOC110868470	AT3G58040	824973
LOC110868471	AT1G50480	841470
LOC110868473	AT5G19890	832111
LOC110868474	AT5G19890	832111
LOC110868475	AT5G19890	832111
LOC110868476	AT5G13000	831140
LOC110868478	AT3G57880	824957
LOC110868479	AT3G19170	821451
LOC110868480	AT5G12890	831129
LOC110868481	AT1G06890	837199
LOC110868482	AT5G10400	830904
LOC110868483	AT3G18310	821360
LOC110868484	AT3G54720	824637
LOC110868485	AT5G06600	830548
LOC110868486	AT1G43760	840968
LOC110868487	AT3G11930	820366
LOC110868488	AT3G11930	820366
LOC110868489	AT4G38040	829960
LOC110868490	AT5G20950	832220
LOC110868492	AT2G29570	817506
LOC110868493	AT5G20950	832220
LOC110868494	AT3G47570	823911
LOC110868495	AT5G32450	833204
LOC110868496	AT5G17920	831660
LOC110868500	AT5G58960	836013
LOC110868501	AT5G35910	833577
LOC110868502	AT2G36900	818264
LOC110868503	AT1G28760	839772
LOC110868508	AT5G60020	836124
LOC110868510	AT2G29090	817457
LOC110868512	AT5G59460	836065
LOC110868513	AT5G59410	836060
LOC110868515	AT1G51170	841540
LOC110868516	AT5G12950	831135
LOC110868518	AT2G26650	817206
LOC110868519	AT1G11020	837644
LOC110868522	AT3G45300	823668
LOC110868523	AT3G45300	823668
LOC110868525	AT1G07970	837312
LOC110868526	AT1G07940	837309
LOC110868527	AT1G07960	837311
LOC110868528	AT5G12840	831124
LOC110868529	AT1G51350	841558
LOC110868530	AT1G51310	841554
LOC110868531	AT4G14700	827121
LOC110868532	AT4G36250	829782
LOC110868535	AT5G60640	836185
LOC110868536	AT5G60600	836181
LOC110868538	AT5G22740	832337
LOC110868539	AT5G22820	832345
LOC110868541	AT3G44850	823619
LOC110868542	AT5G22850	832348
LOC110868544	AT2G38070	818385
LOC110868545	AT4G24670	828569
LOC110868546	AT1G60780	842372
LOC110868548	AT4G25315	2745726
LOC110868549	AT5G04110	830289
LOC110868551	AT1G08250	837345
LOC110868552	AT2G27810	817328
LOC110868553	AT3G44610	823587
LOC110868554	AT2G25570	817096
LOC110868555	AT2G36410	818215
LOC110868556	AT3G44590	823584
LOC110868557	AT5G04110	830289
LOC110868558	AT5G27120	832770
LOC110868560	AT4G33790	829521
LOC110868561	AT2G27550	817302
LOC110868562	AT5G36880	833655
LOC110868563	AT1G08360	837356
LOC110868564	AT5G36880	833655
LOC110868566	AT1G12910	837849
LOC110868567	AT3G26670	822279
LOC110868568	AT1G12880	837845
LOC110868569	AT3G19340	821468
LOC110868570	AT5G14060	831255
LOC110868572	AT5G14040	831252
LOC110868574	AT5G14040	831252
LOC110868576	AT2G44580	819066
LOC110868577	AT3G02040	821175
LOC110868578	AT3G26980	822315
LOC110868579	AT3G27010	822318
LOC110868580	AT3G01980	821069
LOC110868581	AT3G54140	824581
LOC110868582	AT5G64140	836535
LOC110868583	AT3G27027	6240602
LOC110868584	AT5G08391	6241429
LOC110868585	AT5G50460	835114
LOC110868586	AT3G01910	820118
LOC110868587	AT3G27120	822331
LOC110868589	AT5G40870	834088
LOC110868591	AT3G27160	822335
LOC110868593	AT5G14210	831271
LOC110868594	AT5G14250	831275
LOC110868595	AT5G40810	834081
LOC110868596	AT5G58900	836007
LOC110868597	AT3G27250	822344
