gene_id	protein_id	element	count	positions
LOC110904925	XP_022006482.1	TATA-box	13	+720;+1335;+1907;-287;-1276;-1743;-1765;+908;+1333;+1345
LOC110904925	XP_022006482.1	CAAT-box	8	+892;+1368;+1891;-316;-754;-769;-1611;-1727
LOC110905693	XP_022006941.1	ABRE	4	+410;+756;-56;-1240
LOC110905693	XP_022006941.1	DRE/CRT	3	+392;+541;+540
LOC110905693	XP_022006941.1	MYB_binding	2	+452;-1456
LOC110905693	XP_022006941.1	W-box	6	+549;+906;+964;+1785;-1293;-1470
LOC110905693	XP_022006941.1	LTR	1	-1474
LOC110905693	XP_022006941.1	G-box	2	+755;-1239
LOC110905693	XP_022006941.1	TATA-box	12	+29;+353;-679;-1055;+817;+1713;+1932;+1968;-24;-62
LOC110905693	XP_022006941.1	ARE	2	+877;+1756
LOC110905693	XP_022006941.1	GC-motif	1	+602
LOC110905693	XP_022006941.1	STRE	6	+515;-404;-1811;+184;+1591;-1480
LOC110906290	XP_022007155.1	DRE/CRT	2	+1374;+1380
LOC110906290	XP_022007155.1	MYB_binding	1	+983
LOC110906290	XP_022007155.1	W-box	3	+292;+1192;-792
LOC110906290	XP_022007155.1	LTR	2	+881;+1310
LOC110906290	XP_022007155.1	TATA-box	14	+774;+1022;-120;-491;+68;+788;+943;+1020;+1876;-116
LOC110906290	XP_022007155.1	CAAT-box	5	+703;+911;+1214;-188;-285
LOC110906290	XP_022007155.1	STRE	2	-948;+1047
LOC110906934	XP_022007682.2	ABRE	1	+350
LOC110906934	XP_022007682.2	MYB_binding	7	+432;+1988;-9;-497;-993;-1474;-1837
LOC110906934	XP_022007682.2	W-box	7	+1754;-121;-212;-356;-721;-763;-1234
LOC110906934	XP_022007682.2	MBS	1	+520
LOC110906934	XP_022007682.2	TATA-box	21	+37;+60;+307;+367;+1181;+1216;+1529;-1629;-1691;+16
LOC110906934	XP_022007682.2	CAAT-box	5	+537;+623;+1844;-1328;-1484
LOC110906934	XP_022007682.2	ARE	8	+656;+1841;-1318;-1325;-1451;-1491;-1538;-1551
LOC110906934	XP_022007682.2	STRE	2	+1367;-628
LOC110908794	XP_022009469.1	ABRE	3	+36;-1409;-1960
LOC110908794	XP_022009469.1	MYB_binding	3	+1360;+1819;+1857
LOC110908794	XP_022009469.1	W-box	3	+582;-708;-1438
LOC110908794	XP_022009469.1	MBS	1	-175
LOC110908794	XP_022009469.1	G-box	2	+35;-1959
LOC110908794	XP_022009469.1	TATA-box	39	+627;+902;+1429;+1437;+1550;-343;-351;-980;-1096;-1278
LOC110908794	XP_022009469.1	ARE	3	+229;+306;-1677
LOC110911761	XP_022012102.1	DRE/CRT	4	-1212;-1224;-1211;-1223
LOC110911761	XP_022012102.1	MYB_binding	6	+621;-63;+1364;+1931;-1373;-1874
LOC110911761	XP_022012102.1	W-box	4	+42;+95;-1248;-1257
LOC110911761	XP_022012102.1	MBS	2	+621;-63
LOC110911761	XP_022012102.1	TATA-box	16	+558;+869;+1368;+1428;+1853;+1980;-143;-170;-290;-519
LOC110911761	XP_022012102.1	CAAT-box	4	+237;+1760;-1546;-1772
LOC110911761	XP_022012102.1	ARE	1	-1344
LOC110911761	XP_022012102.1	STRE	2	+519;-1476
LOC110912639	XP_022013098.1	ABRE	8	+463;+603;+696;+1306;+1923;-690;-939;-1393
LOC110912639	XP_022013098.1	DRE/CRT	1	-1119
LOC110912639	XP_022013098.1	MYB_binding	9	+691;+917;+1042;+1064;+1551;-215;-717;-1551;-1927
LOC110912639	XP_022013098.1	W-box	2	+779;-329
LOC110912639	XP_022013098.1	MBS	1	+1779
LOC110912639	XP_022013098.1	G-box	4	+602;+1305;-689;-1392
LOC110912639	XP_022013098.1	TATA-box	4	+1421;+1811;-418;-541
LOC110912639	XP_022013098.1	CAAT-box	3	+306;+1842;-1052
LOC110912639	XP_022013098.1	ARE	2	-544;-586
LOC110912639	XP_022013098.1	STRE	2	+564;-1431
LOC110914202	XP_022014704.1	ABRE	5	+562;+1059;+1852;-482;-1434
LOC110914202	XP_022014704.1	MYB_binding	3	+266;+283;-1000
LOC110914202	XP_022014704.1	W-box	3	+793;+801;+1050
LOC110914202	XP_022014704.1	G-box	2	+561;-1433
LOC110914202	XP_022014704.1	TATA-box	10	+88;+295;+1275;+1653;+1884;-721;+205;+1880;-112;-1789
LOC110914202	XP_022014704.1	CAAT-box	6	+1135;+1542;+1550;+1807;-292;-1122
LOC110914202	XP_022014704.1	ARE	4	+396;+1804;-1051;-1475
LOC110914202	XP_022014704.1	STRE	6	-347;-502;-1530;+465;+1493;+1648
LOC110916097	XP_022016546.1	ABRE	5	+1167;+1735;+1881;-829;-861
LOC110916097	XP_022016546.1	DRE/CRT	6	+1125;+1205;-55;-1789;+1124;-54
LOC110916097	XP_022016546.1	MYB_binding	5	+720;+1337;-1438;-1465;-1858
LOC110916097	XP_022016546.1	W-box	7	+60;+911;+1732;+1764;+1817;-784;-824
LOC110916097	XP_022016546.1	LTR	2	+1628;-1563
LOC110916097	XP_022016546.1	G-box	2	+1166;-828
LOC110916097	XP_022016546.1	TATA-box	10	+24;+1081;+1362;-634;-915;-1026;-1662;-1831;+265;-1729
LOC110916097	XP_022016546.1	CAAT-box	5	+1221;+1683;+1903;-213;-1488
LOC110916097	XP_022016546.1	ARE	1	+1298
LOC110916097	XP_022016546.1	GC-motif	1	+1188
LOC110916097	XP_022016546.1	STRE	6	+31;-322;-1553;+442;+1673;-1964
LOC110916291	XP_022016725.1	ABRE	2	+568;-1787
LOC110916291	XP_022016725.1	MYB_binding	5	-918;+1076;-278;-1518;-1911
LOC110916291	XP_022016725.1	W-box	6	+407;+424;+1150;-426;-647;-961
LOC110916291	XP_022016725.1	LTR	1	+633
LOC110916291	XP_022016725.1	MBS	2	-918;+1716
LOC110916291	XP_022016725.1	TATA-box	10	+640;+697;+1157;+1263;+1287;-1299;+1593;+1969;-25;-401
LOC110916291	XP_022016725.1	CAAT-box	2	+1315;+1841
LOC110916291	XP_022016725.1	ARE	2	+1533;-914
LOC110916291	XP_022016725.1	STRE	8	+283;+1197;-1270;-1320;+675;+725;-798;-1712
LOC110921506	XP_022021536.1	ABRE	1	-1324
LOC110921506	XP_022021536.1	DRE/CRT	4	-1387;-1973;-1982;-1386
LOC110921506	XP_022021536.1	MYB_binding	3	+610;-359;-1788
LOC110921506	XP_022021536.1	W-box	5	+666;+704;+1786;-162;-1048
LOC110921506	XP_022021536.1	TATA-box	64	+449;+505;+710;+814;+1520;-478;-1146;-1182;+150;+1003
LOC110921506	XP_022021536.1	CAAT-box	6	+304;+751;+1125;-1073;-1607;-1854
LOC110921506	XP_022021536.1	ARE	2	+435;-1150
LOC110921506	XP_022021536.1	GC-motif	1	+1240
LOC110921506	XP_022021536.1	STRE	4	-665;-696;+1299;+1330
LOC110923014	XP_022022901.1	ABRE	3	+969;-298;-1027
LOC110923014	XP_022022901.1	DRE/CRT	2	+1556;-1022
LOC110923014	XP_022022901.1	MYB_binding	7	+455;+1438;+1507;-780;-1310;-1557;-1566
LOC110923014	XP_022022901.1	W-box	5	+420;+1448;+1495;-295;-947
LOC110923014	XP_022022901.1	MBS	5	+428;+437;+1214;-487;-1539
LOC110923014	XP_022022901.1	G-box	2	+968;-1026
LOC110923014	XP_022022901.1	TATA-box	21	+120;+152;+204;+274;+472;+1177;-819;-1212;-1524;-1794
LOC110923014	XP_022022901.1	CAAT-box	5	+1227;+1682;-181;-231;-927
LOC110923014	XP_022022901.1	ARE	2	+1679;-1532
LOC110923014	XP_022022901.1	STRE	18	+1638;+1945;-24;-148;-245;-275;-288;-461;-1595;+400
LOC110925968	XP_022025446.1	MYB_binding	4	+212;+439;+867;+932
LOC110925968	XP_022025446.1	W-box	4	+807;+1090;-447;-1033
LOC110925968	XP_022025446.1	LTR	1	-1118
LOC110925968	XP_022025446.1	TATA-box	18	+257;+376;+410;+649;+1458;-1512;-1588;-1790;+255;+408
LOC110925968	XP_022025446.1	CAAT-box	4	+749;+1126;+1812;+1963
LOC110925968	XP_022025446.1	STRE	4	+979;-901;+1094;-1016
LOC110926365	XP_022025807.1	ABRE	1	-899
LOC110926365	XP_022025807.1	DRE/CRT	1	-923
LOC110926365	XP_022025807.1	MYB_binding	4	+460;+1579;-1534;-1658
LOC110926365	XP_022025807.1	W-box	5	+330;+1931;-545;-890;-933
LOC110926365	XP_022025807.1	MBS	2	+460;+336
LOC110926365	XP_022025807.1	CAAT-box	5	+591;+1274;+1816;-1414;-1720
LOC110926365	XP_022025807.1	ARE	2	-288;-1322
LOC110926365	XP_022025807.1	GC-motif	1	-920
LOC110926365	XP_022025807.1	STRE	12	+1159;+1335;+1365;-48;-665;-863;+1132;+1330;+1947;-630
LOC110927047	XP_022026331.1	ABRE	7	+271;+294;+1008;-988;-1087;-1284;-1702
LOC110927047	XP_022026331.1	DRE/CRT	2	+1776;-1224
LOC110927047	XP_022026331.1	MYB_binding	8	-1168;-1800;+88;+194;+826;+1342;-47;-256
LOC110927047	XP_022026331.1	W-box	3	+566;+749;-11
LOC110927047	XP_022026331.1	MBS	2	-1168;-1800
LOC110927047	XP_022026331.1	G-box	4	+293;+1007;-987;-1701
LOC110927047	XP_022026331.1	TATA-box	17	+1237;+1989;-184;-786;-1053;+512;+1035;+1210;+1692;+1698
LOC110927047	XP_022026331.1	CAAT-box	2	+1750;+1781
LOC110927047	XP_022026331.1	ARE	5	+1956;+1992;-1338;-1473;-1711
LOC110927047	XP_022026331.1	STRE	4	+265;+317;-1678;-1730
LOC110930503	XP_022029508.1	ABRE	2	-940;-1365
LOC110930503	XP_022029508.1	DRE/CRT	2	+260;-1941
LOC110930503	XP_022029508.1	MYB_binding	2	-656;-1570
LOC110930503	XP_022029508.1	W-box	3	-635;-985;-1183
LOC110930503	XP_022029508.1	MBS	1	+1338
LOC110930503	XP_022029508.1	TATA-box	13	+157;+1107;+1621;+1682;+1880;+1974;-176;-194;-398;-1498
LOC110930503	XP_022029508.1	ARE	1	+1979
LOC110930503	XP_022029508.1	GC-motif	1	-1946
LOC110930503	XP_022029508.1	STRE	2	-1907;+88
LOC110930648	XP_022029689.1	ABRE	1	-150
LOC110930648	XP_022029689.1	DRE/CRT	3	-147;-191;-146
LOC110930648	XP_022029689.1	MYB_binding	4	-1850;+144;-178;-610
LOC110930648	XP_022029689.1	W-box	2	+1144;-1609
LOC110930648	XP_022029689.1	MBS	2	-1850;+1384
LOC110930648	XP_022029689.1	TATA-box	18	+1165;+1171;+1210;+1265;+1272;+1466;+1555;+1719;+1750;+1757
LOC110930648	XP_022029689.1	CAAT-box	4	+45;+1777;+1811;-269
LOC110930648	XP_022029689.1	ARE	1	+1977
LOC110930648	XP_022029689.1	GC-motif	1	-1777
LOC110930648	XP_022029689.1	STRE	12	+586;+687;+918;+988;-1586;-1655;+340;+409;-1007;-1077
LOC110933853	XP_022032747.1	MYB_binding	4	+121;+642;-177;-1355
LOC110933853	XP_022032747.1	W-box	3	+724;+1294;+1844
LOC110933853	XP_022032747.1	HSE	2	+1368;-622
LOC110933853	XP_022032747.1	LTR	1	-338
LOC110933853	XP_022032747.1	MBS	2	+1817;-1352
LOC110933853	XP_022032747.1	TATA-box	15	+127;+1393;+1481;+1807;+1942;-517;-558;-603;-1390;+125
LOC110933853	XP_022032747.1	CAAT-box	2	+1210;-1698
LOC110933853	XP_022032747.1	ARE	1	-1695
LOC110933853	XP_022032747.1	STRE	12	+24;-297;-749;-1857;-1922;-1954;+41;+73;+138;+1246
LOC110937325	XP_022035417.1	ABRE	2	+194;-535
LOC110937325	XP_022035417.1	DRE/CRT	1	-1380
LOC110937325	XP_022035417.1	MYB_binding	3	+733;-1298;-1837
LOC110937325	XP_022035417.1	W-box	3	+817;+1440;-1874
LOC110937325	XP_022035417.1	MBS	1	+696
LOC110937325	XP_022035417.1	TATA-box	8	+1386;+1772;-183;-328;-1771;-1858;+839;-1155
LOC110937325	XP_022035417.1	CAAT-box	6	+1842;-11;-320;-874;-1195;-1879
LOC110937325	XP_022035417.1	ARE	6	+620;+1321;+1760;+1839;+1958;-1242
LOC110937325	XP_022035417.1	GC-motif	1	-683
LOC110937325	XP_022035417.1	STRE	4	-652;-1630;+365;+1343
LOC110937771	XP_022035921.1	DRE/CRT	2	-206;-205
LOC110937771	XP_022035921.1	MYB_binding	5	+334;+177;+426;-221;-1660
LOC110937771	XP_022035921.1	W-box	3	+1006;+1552;-1663
LOC110937771	XP_022035921.1	LTR	4	+1169;+1695;+1988;-667
LOC110937771	XP_022035921.1	MBS	2	+334;-1568
LOC110937771	XP_022035921.1	TATA-box	12	+652;+660;+1727;-269;-1061;-1671;+486;+650;+1590;-404
LOC110937771	XP_022035921.1	CAAT-box	8	+78;+625;+845;+1210;+1438;+1897;-951;-1754
LOC110937771	XP_022035921.1	ARE	4	+955;+1435;+1906;+1927
LOC110937771	XP_022035921.1	STRE	4	+432;-1789;+206;-1563
LOC110939970	XP_022037229.1	ABRE	4	+869;+1856;-140;-1127
LOC110939970	XP_022037229.1	DRE/CRT	3	-240;-451;-450
LOC110939970	XP_022037229.1	MYB_binding	5	+238;+794;-5;-55;-1756
LOC110939970	XP_022037229.1	W-box	2	-1078;-1107
LOC110939970	XP_022037229.1	MBS	1	+238
LOC110939970	XP_022037229.1	G-box	4	+868;+1855;-139;-1126
LOC110939970	XP_022037229.1	TATA-box	8	+1270;+1618;-43;-958;+1022;+1981;-9;-970
LOC110939970	XP_022037229.1	CAAT-box	8	+1421;+1668;+1749;+1913;-215;-978;-1741;-1935
LOC110939970	XP_022037229.1	ARE	3	+1305;+1354;+1572
LOC110941540	XP_022038870.1	ABRE	2	+64;-1564
LOC110941540	XP_022038870.1	DRE/CRT	4	-579;-1054;-578;-1053
LOC110941540	XP_022038870.1	MYB_binding	2	+1418;-661
LOC110941540	XP_022038870.1	W-box	6	+722;+817;+1250;-7;-1143;-1485
LOC110941540	XP_022038870.1	HSE	2	+569;-1421
LOC110941540	XP_022038870.1	LTR	2	+553;-564
LOC110941540	XP_022038870.1	TATA-box	10	-1433;-1540;+810;+868;+1671;+1733;-261;-323;-1126;-1184
LOC110941540	XP_022038870.1	CAAT-box	6	+345;+1495;-1122;-1697;-1726;-1905
LOC110941540	XP_022038870.1	ARE	8	+342;+1322;+1566;+1818;-295;-567;-1119;-1306
LOC110941540	XP_022038870.1	STRE	10	+372;+1806;+1891;-79;-535;+1460;+1916;-104;-189;-1623
LOC110908807	XP_035831160.1	ABRE	1	+1629
LOC110908807	XP_035831160.1	MYB_binding	4	+277;+1975;-820;-1717
LOC110908807	XP_035831160.1	W-box	2	+1680;-1436
LOC110908807	XP_035831160.1	LTR	1	+1114
LOC110908807	XP_035831160.1	MBS	1	+277
LOC110908807	XP_035831160.1	TATA-box	30	+24;+358;+488;+776;+965;+1104;-1508;-1798;+310;+316
LOC110908807	XP_035831160.1	CAAT-box	4	+634;+1943;+1985;-748
LOC110908807	XP_035831160.1	ARE	2	+1940;-1707
LOC110890906	XP_035835916.1	DRE/CRT	8	+1381;+1456;+1466;-586;-1086;-1185;-1195;+1465
LOC110890906	XP_035835916.1	MYB_binding	4	+862;+1066;-921;-931
LOC110890906	XP_035835916.1	W-box	4	+1618;-261;-828;-1173
LOC110890906	XP_035835916.1	LTR	6	+1449;+1499;+1515;+1548;+1623;-1145
LOC110890906	XP_035835916.1	MBS	2	+1063;-1132
LOC110890906	XP_035835916.1	TATA-box	8	+35;+1055;-138;-1416;+260;+737;-1257;-1734
LOC110890906	XP_035835916.1	CAAT-box	3	+488;+1102;+1133
LOC110890906	XP_035835916.1	ARE	5	+300;+332;+1678;-29;-1589
LOC110890906	XP_035835916.1	STRE	8	+897;-250;-525;-1653;+342;+1470;+1745;-1098
LOC110890906	XP_035835917.1	DRE/CRT	8	+1381;+1456;+1466;-586;-1086;-1185;-1195;+1465
LOC110890906	XP_035835917.1	MYB_binding	4	+862;+1066;-921;-931
LOC110890906	XP_035835917.1	W-box	4	+1618;-261;-828;-1173
LOC110890906	XP_035835917.1	LTR	6	+1449;+1499;+1515;+1548;+1623;-1145
LOC110890906	XP_035835917.1	MBS	2	+1063;-1132
LOC110890906	XP_035835917.1	TATA-box	8	+35;+1055;-138;-1416;+260;+737;-1257;-1734
LOC110890906	XP_035835917.1	CAAT-box	3	+488;+1102;+1133
LOC110890906	XP_035835917.1	ARE	5	+300;+332;+1678;-29;-1589
LOC110890906	XP_035835917.1	STRE	8	+897;-250;-525;-1653;+342;+1470;+1745;-1098
LOC110890906	XP_035835918.1	DRE/CRT	8	+1381;+1456;+1466;-586;-1086;-1185;-1195;+1465
LOC110890906	XP_035835918.1	MYB_binding	4	+862;+1066;-921;-931
LOC110890906	XP_035835918.1	W-box	4	+1618;-261;-828;-1173
LOC110890906	XP_035835918.1	LTR	6	+1449;+1499;+1515;+1548;+1623;-1145
LOC110890906	XP_035835918.1	MBS	2	+1063;-1132
LOC110890906	XP_035835918.1	TATA-box	8	+35;+1055;-138;-1416;+260;+737;-1257;-1734
LOC110890906	XP_035835918.1	CAAT-box	3	+488;+1102;+1133
LOC110890906	XP_035835918.1	ARE	5	+300;+332;+1678;-29;-1589
LOC110890906	XP_035835918.1	STRE	8	+897;-250;-525;-1653;+342;+1470;+1745;-1098
LOC110890906	XP_035835920.1	DRE/CRT	8	+1381;+1456;+1466;-586;-1086;-1185;-1195;+1465
LOC110890906	XP_035835920.1	MYB_binding	4	+862;+1066;-921;-931
LOC110890906	XP_035835920.1	W-box	4	+1618;-261;-828;-1173
LOC110890906	XP_035835920.1	LTR	6	+1449;+1499;+1515;+1548;+1623;-1145
LOC110890906	XP_035835920.1	MBS	2	+1063;-1132
LOC110890906	XP_035835920.1	TATA-box	8	+35;+1055;-138;-1416;+260;+737;-1257;-1734
LOC110890906	XP_035835920.1	CAAT-box	3	+488;+1102;+1133
LOC110890906	XP_035835920.1	ARE	5	+300;+332;+1678;-29;-1589
LOC110890906	XP_035835920.1	STRE	8	+897;-250;-525;-1653;+342;+1470;+1745;-1098
LOC110890906	XP_035835921.1	DRE/CRT	8	+1381;+1456;+1466;-586;-1086;-1185;-1195;+1465
LOC110890906	XP_035835921.1	MYB_binding	4	+862;+1066;-921;-931
LOC110890906	XP_035835921.1	W-box	4	+1618;-261;-828;-1173
LOC110890906	XP_035835921.1	LTR	6	+1449;+1499;+1515;+1548;+1623;-1145
LOC110890906	XP_035835921.1	MBS	2	+1063;-1132
LOC110890906	XP_035835921.1	TATA-box	8	+35;+1055;-138;-1416;+260;+737;-1257;-1734
LOC110890906	XP_035835921.1	CAAT-box	3	+488;+1102;+1133
LOC110890906	XP_035835921.1	ARE	5	+300;+332;+1678;-29;-1589
LOC110890906	XP_035835921.1	STRE	8	+897;-250;-525;-1653;+342;+1470;+1745;-1098
LOC110890906	XP_035835922.1	DRE/CRT	8	+1381;+1456;+1466;-586;-1086;-1185;-1195;+1465
LOC110890906	XP_035835922.1	MYB_binding	4	+862;+1066;-921;-931
LOC110890906	XP_035835922.1	W-box	4	+1618;-261;-828;-1173
LOC110890906	XP_035835922.1	LTR	6	+1449;+1499;+1515;+1548;+1623;-1145
LOC110890906	XP_035835922.1	MBS	2	+1063;-1132
LOC110890906	XP_035835922.1	TATA-box	8	+35;+1055;-138;-1416;+260;+737;-1257;-1734
LOC110890906	XP_035835922.1	CAAT-box	3	+488;+1102;+1133
LOC110890906	XP_035835922.1	ARE	5	+300;+332;+1678;-29;-1589
LOC110890906	XP_035835922.1	STRE	8	+897;-250;-525;-1653;+342;+1470;+1745;-1098
LOC110890906	XP_035835923.1	DRE/CRT	8	+1381;+1456;+1466;-586;-1086;-1185;-1195;+1465
LOC110890906	XP_035835923.1	MYB_binding	4	+862;+1066;-921;-931
LOC110890906	XP_035835923.1	W-box	4	+1618;-261;-828;-1173
LOC110890906	XP_035835923.1	LTR	6	+1449;+1499;+1515;+1548;+1623;-1145
LOC110890906	XP_035835923.1	MBS	2	+1063;-1132
LOC110890906	XP_035835923.1	TATA-box	8	+35;+1055;-138;-1416;+260;+737;-1257;-1734
LOC110890906	XP_035835923.1	CAAT-box	3	+488;+1102;+1133
LOC110890906	XP_035835923.1	ARE	5	+300;+332;+1678;-29;-1589
LOC110890906	XP_035835923.1	STRE	8	+897;-250;-525;-1653;+342;+1470;+1745;-1098
LOC110890906	XP_035835924.1	DRE/CRT	8	+1381;+1456;+1466;-586;-1086;-1185;-1195;+1465
LOC110890906	XP_035835924.1	MYB_binding	4	+862;+1066;-921;-931
LOC110890906	XP_035835924.1	W-box	4	+1618;-261;-828;-1173
LOC110890906	XP_035835924.1	LTR	6	+1449;+1499;+1515;+1548;+1623;-1145
LOC110890906	XP_035835924.1	MBS	2	+1063;-1132
LOC110890906	XP_035835924.1	TATA-box	8	+35;+1055;-138;-1416;+260;+737;-1257;-1734
LOC110890906	XP_035835924.1	CAAT-box	3	+488;+1102;+1133
LOC110890906	XP_035835924.1	ARE	5	+300;+332;+1678;-29;-1589
LOC110890906	XP_035835924.1	STRE	8	+897;-250;-525;-1653;+342;+1470;+1745;-1098
LOC110890906	XP_035835925.1	DRE/CRT	8	+1381;+1456;+1466;-586;-1086;-1185;-1195;+1465
LOC110890906	XP_035835925.1	MYB_binding	4	+862;+1066;-921;-931
LOC110890906	XP_035835925.1	W-box	4	+1618;-261;-828;-1173
LOC110890906	XP_035835925.1	LTR	6	+1449;+1499;+1515;+1548;+1623;-1145
LOC110890906	XP_035835925.1	MBS	2	+1063;-1132
LOC110890906	XP_035835925.1	TATA-box	8	+35;+1055;-138;-1416;+260;+737;-1257;-1734
LOC110890906	XP_035835925.1	CAAT-box	3	+488;+1102;+1133
LOC110890906	XP_035835925.1	ARE	5	+300;+332;+1678;-29;-1589
LOC110890906	XP_035835925.1	STRE	8	+897;-250;-525;-1653;+342;+1470;+1745;-1098
LOC110892775	XP_035837035.1	ABRE	2	+934;-529
LOC110892775	XP_035837035.1	MYB_binding	5	+223;+1233;+1472;+1934;-1771
LOC110892775	XP_035837035.1	W-box	9	+397;+887;+1697;+1819;-52;-206;-694;-860;-1505
LOC110892775	XP_035837035.1	HSE	2	+1225;-765
LOC110892775	XP_035837035.1	MBS	1	+223
LOC110892775	XP_035837035.1	TATA-box	10	+313;+745;+861;+1285;+1981;-1683;+950;+1283;-711;-1044
LOC110892775	XP_035837035.1	CAAT-box	5	+1702;+1861;-1118;-1609;-1628
LOC110892775	XP_035837035.1	ARE	3	+684;+1502;+1625
LOC110892775	XP_035837035.1	STRE	2	-1586;+409
